,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,
ENSMUSG00000110631_Gm42047,1207.356137,-1.568916953,0.24929811,-6.293336735,3.11E-10,3.03E-08,,,19,ENSMUSG00000110631
ENSMUSG00000020052_Ascl1,114.8365626,2.911000907,0.463270747,6.283584554,3.31E-10,3.20E-08,,,19,ENSMUSG00000020052
ENSMUSG00000050947_Amigo1,1053.657482,0.676789166,0.10776798,6.280057993,3.38E-10,3.25E-08,,,19,ENSMUSG00000050947
ENSMUSG00000021457_Syk,400.4014944,-1.014730836,0.161972608,-6.26482989,3.73E-10,3.57E-08,,,19,ENSMUSG00000021457
ENSMUSG00000001473_Tubb6,747.9468125,-1.471775472,0.235067163,-6.261084929,3.82E-10,3.64E-08,,,19,ENSMUSG00000001473
ENSMUSG00000021743_Fezf2,80.09260376,-4.125426044,0.659495118,-6.255430753,3.96E-10,3.75E-08,,,19,ENSMUSG00000021743
ENSMUSG00000085786_Gm15987,20.83184579,-3.348149138,0.53630535,-6.242990372,4.29E-10,4.04E-08,,,19,ENSMUSG00000085786
ENSMUSG00000056737_Capg,2450.003155,-1.288126512,0.206550048,-6.236389304,4.48E-10,4.20E-08,,,19,ENSMUSG00000056737
ENSMUSG00000020838_Slc6a4,45.06488558,-3.538602445,0.568215324,-6.227573062,4.74E-10,4.42E-08,,,19,ENSMUSG00000020838
ENSMUSG00000039985_Sinhcaf,182.8232172,-1.274136003,0.205236138,-6.208146443,5.36E-10,4.97E-08,,,19,ENSMUSG00000039985
ENSMUSG00000021175_Cdca7l,1505.84832,-1.376314269,0.221834802,-6.204230618,5.50E-10,5.07E-08,,,19,ENSMUSG00000021175
ENSMUSG00000032231_Anxa2,8539.177746,-1.195232028,0.192748959,-6.200977881,5.61E-10,5.15E-08,,,19,ENSMUSG00000032231
ENSMUSG00000071392_Ect2l,22.61455332,3.728783375,0.601531124,6.198820349,5.69E-10,5.20E-08,,,19,ENSMUSG00000071392
ENSMUSG00000025804_Ccr1,79.80711404,-2.387850082,0.38589545,-6.187816109,6.10E-10,5.55E-08,,,19,ENSMUSG00000025804
ENSMUSG00000096775_Gm5796,19.23869664,-6.014818654,0.97284241,-6.182726607,6.30E-10,5.70E-08,,,19,ENSMUSG00000096775
ENSMUSG00000020077_Srgn,630.3287043,-0.862298201,0.139709302,-6.172088675,6.74E-10,6.07E-08,,,19,ENSMUSG00000020077
ENSMUSG00000028883_Sema3a,133.1952359,-2.31565768,0.376905169,-6.143873497,8.05E-10,7.21E-08,,,19,ENSMUSG00000028883
ENSMUSG00000001025_S100a6,2074.298551,-1.53376389,0.250222088,-6.129610303,8.81E-10,7.85E-08,,,19,ENSMUSG00000001025
ENSMUSG00000031538_Plat,583.0996793,-1.372316386,0.223963936,-6.127398944,8.93E-10,7.92E-08,,,19,ENSMUSG00000031538
ENSMUSG00000029134_Plb1,125.4300278,-1.871207742,0.306648067,-6.102134485,1.05E-09,9.24E-08,,,19,ENSMUSG00000029134
ENSMUSG00000020437_Myo1g,226.780509,-1.250199677,0.205006506,-6.098341477,1.07E-09,9.42E-08,,,19,ENSMUSG00000020437
ENSMUSG00000045731_Pnoc,78.3220051,3.605782905,0.592513942,6.085566342,1.16E-09,1.02E-07,,,19,ENSMUSG00000045731
ENSMUSG00000047281_Sfn,1134.620633,-1.801940839,0.296155146,-6.084448861,1.17E-09,1.02E-07,,,19,ENSMUSG00000047281
ENSMUSG00000079396_Gm3411,19.42501857,-4.735635013,0.779270601,-6.077009714,1.22E-09,1.06E-07,,,19,ENSMUSG00000079396
ENSMUSG00000023043_Krt18,3498.807614,-1.155600592,0.190215713,-6.075211011,1.24E-09,1.07E-07,,,19,ENSMUSG00000023043
ENSMUSG00000038700_Hoxb5,63.57029183,-1.962444534,0.324353333,-6.050329485,1.45E-09,1.23E-07,,,19,ENSMUSG00000038700
ENSMUSG00000039278_Pcsk1n,58.89800017,2.64997153,0.437960809,6.050704714,1.44E-09,1.23E-07,,,19,ENSMUSG00000039278
ENSMUSG00000028037_Ifi44,181.2140318,-1.511839769,0.250038834,-6.046419839,1.48E-09,1.26E-07,,,19,ENSMUSG00000028037
ENSMUSG00000036913_Trim67,61.3477991,2.578415682,0.42684169,6.040683799,1.53E-09,1.30E-07,,,19,ENSMUSG00000036913
ENSMUSG00000030532_Hddc3,262.9263226,-0.944853235,0.156775129,-6.026805657,1.67E-09,1.41E-07,,,19,ENSMUSG00000030532
ENSMUSG00000028362_Tnfsf8,23.5035975,-2.74162305,0.456141225,-6.010469785,1.85E-09,1.55E-07,,,19,ENSMUSG00000028362
ENSMUSG00000017002_Slpi,964.2751332,-8.389454951,1.396712193,-6.006573861,1.89E-09,1.58E-07,,,19,ENSMUSG00000017002
ENSMUSG00000100832_Gm29260,89.59653667,-1.603328164,0.267184894,-6.000818919,1.96E-09,1.63E-07,,,19,ENSMUSG00000100832
ENSMUSG00000040552_C3ar1,312.5948024,-1.304900356,0.217531287,-5.998678976,1.99E-09,1.65E-07,,,19,ENSMUSG00000040552
ENSMUSG00000041153_Osgin2,431.2673869,-1.273179995,0.212281995,-5.997588224,2.00E-09,1.65E-07,,,19,ENSMUSG00000041153
ENSMUSG00000004530_Coro1c,1649.600654,-0.849530607,0.142095157,-5.978603548,2.25E-09,1.84E-07,,,19,ENSMUSG00000004530
ENSMUSG00000001985_Grik3,34.6539546,2.622955608,0.439641769,5.966120134,2.43E-09,1.98E-07,,,19,ENSMUSG00000001985
ENSMUSG00000093674_Rpl41,4267.72706,-0.905772471,0.15186709,-5.964244589,2.46E-09,2.00E-07,,,19,ENSMUSG00000093674
ENSMUSG00000022015_Tnfsf11,49.50887243,-2.887969281,0.484687123,-5.958419655,2.55E-09,2.06E-07,,,19,ENSMUSG00000022015
ENSMUSG00000028996_Rbp7,111.4455203,-1.823543586,0.306142703,-5.956514946,2.58E-09,2.07E-07,,,19,ENSMUSG00000028996
ENSMUSG00000036766_Dner,85.36584787,3.318296626,0.557088928,5.95649359,2.58E-09,2.07E-07,,,19,ENSMUSG00000036766
ENSMUSG00000043144_Aqp6,114.9941483,1.64876224,0.276976943,5.952705742,2.64E-09,2.11E-07,,,19,ENSMUSG00000043144
ENSMUSG00000026547_Tagln2,6800.557029,-0.936643565,0.157392878,-5.950990791,2.67E-09,2.12E-07,,,19,ENSMUSG00000026547
ENSMUSG00000047139_Cd24a,42275.18291,-0.702797435,0.118242901,-5.94367553,2.79E-09,2.21E-07,,,19,ENSMUSG00000047139
ENSMUSG00000041205_Map6d1,28.27975111,-2.78856185,0.46929925,-5.941969543,2.82E-09,2.22E-07,,,19,ENSMUSG00000041205
ENSMUSG00000078922_Tgtp1,1147.256275,-1.359170535,0.228950506,-5.936525579,2.91E-09,2.28E-07,,,19,ENSMUSG00000078922
ENSMUSG00000032487_Ptgs2,87.76865067,-2.599283928,0.438580662,-5.926581253,3.09E-09,2.42E-07,,,19,ENSMUSG00000032487
ENSMUSG00000026833_Olfm1,359.5306378,-1.134029614,0.191797365,-5.912644388,3.37E-09,2.62E-07,,,19,ENSMUSG00000026833
ENSMUSG00000033595_Lgi3,232.7510934,1.568450928,0.265820032,5.900424123,3.63E-09,2.81E-07,,,19,ENSMUSG00000033595
ENSMUSG00000062542_Syt9,62.3578502,1.865068836,0.316230903,5.897807004,3.68E-09,2.84E-07,,,19,ENSMUSG00000062542
ENSMUSG00000033777_Tlr13,114.9617841,-1.50109321,0.254562312,-5.896761372,3.71E-09,2.85E-07,,,19,ENSMUSG00000033777
ENSMUSG00000033508_Asprv1,1866.913864,-8.800117724,1.493032365,-5.894123885,3.77E-09,2.88E-07,,,19,ENSMUSG00000033508
ENSMUSG00000049848_Ceacam19,216.2618016,-1.532613998,0.260112872,-5.89211132,3.81E-09,2.91E-07,,,19,ENSMUSG00000049848
ENSMUSG00000027009_Itga4,1036.834031,-1.122350546,0.191020267,-5.875557422,4.21E-09,3.20E-07,,,19,ENSMUSG00000027009
ENSMUSG00000071537_Klrg2,185.6264451,-1.747849112,0.297901502,-5.867204771,4.43E-09,3.35E-07,,,19,ENSMUSG00000071537
ENSMUSG00000040136_Abcc8,56.55006381,2.484976906,0.424415487,5.855057086,4.77E-09,3.59E-07,,,19,ENSMUSG00000040136
ENSMUSG00000050711_Scg2,2405.193993,3.271456276,0.559701303,5.845003854,5.07E-09,3.80E-07,,,19,ENSMUSG00000050711
ENSMUSG00000026989_Dapl1,112.6620706,-2.965742762,0.507616899,-5.842482333,5.14E-09,3.82E-07,,,19,ENSMUSG00000026989
ENSMUSG00000079445_B3gnt7,120.4206941,-2.632207612,0.450480171,-5.843115368,5.12E-09,3.82E-07,,,19,ENSMUSG00000079445
ENSMUSG00000028137_Celf3,53.36668726,2.267715592,0.388209717,5.841470449,5.17E-09,3.83E-07,,,19,ENSMUSG00000028137
ENSMUSG00000050463_Krt78,666.1525097,-10.14257814,1.737777906,-5.836521518,5.33E-09,3.93E-07,,,19,ENSMUSG00000050463
ENSMUSG00000023175_Bsg,14960.82277,-0.812268143,0.139238911,-5.833628969,5.42E-09,3.97E-07,,,19,ENSMUSG00000023175
ENSMUSG00000046805_Mpeg1,1985.075889,-1.034968594,0.177408503,-5.833816176,5.42E-09,3.97E-07,,,19,ENSMUSG00000046805
ENSMUSG00000046223_Plaur,131.5383182,-2.001956323,0.343361454,-5.830463205,5.53E-09,4.02E-07,,,19,ENSMUSG00000046223
ENSMUSG00000063455_D630045J12Rik,348.3487016,1.792280517,0.307413548,5.830193655,5.54E-09,4.02E-07,,,19,ENSMUSG00000063455
ENSMUSG00000091387_Gcnt4,30.29319758,-2.967581001,0.511108522,-5.806166149,6.39E-09,4.62E-07,,,19,ENSMUSG00000091387
ENSMUSG00000079410_Gm2897,38.53490357,-2.70249395,0.466891938,-5.78826433,7.11E-09,5.12E-07,,,19,ENSMUSG00000079410
ENSMUSG00000020911_Krt19,3255.953818,-1.31949434,0.228142094,-5.783651389,7.31E-09,5.24E-07,,,19,ENSMUSG00000020911
ENSMUSG00000040808_S100g,38.79046102,-4.150821206,0.717969705,-5.781331961,7.41E-09,5.30E-07,,,19,ENSMUSG00000040808
ENSMUSG00000053113_Socs3,327.7132449,-1.047058065,0.181338074,-5.774066305,7.74E-09,5.51E-07,,,19,ENSMUSG00000053113
ENSMUSG00000070305_Mpzl3,565.7241943,-1.01019646,0.1750886,-5.769630115,7.94E-09,5.63E-07,,,19,ENSMUSG00000070305
ENSMUSG00000022218_Tgm1,380.3786537,-2.100225455,0.364314141,-5.764874916,8.17E-09,5.77E-07,,,19,ENSMUSG00000022218
ENSMUSG00000074934_Grem1,316.9843642,-2.40629823,0.418857143,-5.744913923,9.20E-09,6.47E-07,,,19,ENSMUSG00000074934
ENSMUSG00000033685_Ucp2,4688.429528,-1.055638586,0.183897116,-5.740375977,9.45E-09,6.62E-07,,,19,ENSMUSG00000033685
ENSMUSG00000071042_Rasgrp3,1051.404005,-1.02244007,0.178268507,-5.735393691,9.73E-09,6.79E-07,,,19,ENSMUSG00000071042
ENSMUSG00000090691_Gm3667,23.76973581,-4.553333595,0.794342163,-5.732206857,9.91E-09,6.90E-07,,,19,ENSMUSG00000090691
ENSMUSG00000057880_Abat,282.3240789,0.895991561,0.156567512,5.722716998,1.05E-08,7.26E-07,,,19,ENSMUSG00000057880
ENSMUSG00000029377_Ereg,26.31995597,-4.733139051,0.827814512,-5.717632373,1.08E-08,7.46E-07,,,19,ENSMUSG00000029377
ENSMUSG00000038486_Sv2a,117.5003257,1.534787377,0.268608297,5.713849472,1.10E-08,7.60E-07,,,19,ENSMUSG00000038486
ENSMUSG00000021587_Pcsk1,177.6212315,2.271749416,0.397733823,5.711733029,1.12E-08,7.66E-07,,,19,ENSMUSG00000021587
ENSMUSG00000091617_Gm3752,13.60079395,-6.081004455,1.066364137,-5.702559045,1.18E-08,8.06E-07,,,19,ENSMUSG00000091617
ENSMUSG00000031825_Crispld2,651.5922676,1.096171852,0.192269556,5.701224241,1.19E-08,8.09E-07,,,19,ENSMUSG00000031825
ENSMUSG00000006360_Crip1,3097.697777,-1.226804828,0.215293607,-5.69828732,1.21E-08,8.20E-07,,,19,ENSMUSG00000006360
ENSMUSG00000025044_Msr1,148.5875235,-2.026895685,0.356951278,-5.678353907,1.36E-08,9.15E-07,,,19,ENSMUSG00000025044
ENSMUSG00000032226_Gcnt3,68.99300369,-3.316286175,0.584019968,-5.678378068,1.36E-08,9.15E-07,,,19,ENSMUSG00000032226
ENSMUSG00000028111_Ctsk,416.1477621,-1.351082036,0.238064803,-5.675270011,1.38E-08,9.28E-07,,,19,ENSMUSG00000028111
ENSMUSG00000040747_Cd53,377.6547006,-1.188471844,0.209575258,-5.670859507,1.42E-08,9.45E-07,,,19,ENSMUSG00000040747
ENSMUSG00000096574_Gm2956,13.96241047,-6.030217389,1.063293241,-5.671264667,1.42E-08,9.45E-07,,,19,ENSMUSG00000096574
ENSMUSG00000015143_Actn1,2761.268167,-0.956319254,0.168716508,-5.668202039,1.44E-08,9.57E-07,,,19,ENSMUSG00000015143
ENSMUSG00000002204_Napsa,5092.898401,-1.479379677,0.261987022,-5.646767027,1.63E-08,1.08E-06,,,19,ENSMUSG00000002204
ENSMUSG00000041025_Iffo2,555.5704099,-1.008815415,0.179119092,-5.632093159,1.78E-08,1.17E-06,,,19,ENSMUSG00000041025
ENSMUSG00000022586_Ly6i,51.31611594,-4.840591249,0.860407611,-5.625927978,1.85E-08,1.21E-06,,,19,ENSMUSG00000022586
ENSMUSG00000050671_Ism2,75.02488781,1.951906818,0.347354072,5.619357816,1.92E-08,1.25E-06,,,19,ENSMUSG00000050671
ENSMUSG00000039813_Tbc1d2,287.5441222,-1.36512872,0.243109543,-5.615282325,1.96E-08,1.28E-06,,,19,ENSMUSG00000039813
ENSMUSG00000044134_Pheta1,605.1463835,-0.937045806,0.166926764,-5.613514474,1.98E-08,1.29E-06,,,19,ENSMUSG00000044134
ENSMUSG00000020814_Mxra7,481.9723996,-0.721029446,0.128462316,-5.612770111,1.99E-08,1.29E-06,,,19,ENSMUSG00000020814
ENSMUSG00000046623_Gjb4,243.5558782,-1.543173598,0.275051469,-5.610490294,2.02E-08,1.30E-06,,,19,ENSMUSG00000046623
ENSMUSG00000036395_Glb1l2,511.9643217,1.27832883,0.228036115,5.605817429,2.07E-08,1.33E-06,,,19,ENSMUSG00000036395
ENSMUSG00000049620_Prss33,13.9979904,-6.507302656,1.163108449,-5.594751428,2.21E-08,1.41E-06,,,19,ENSMUSG00000049620
ENSMUSG00000072596_Ear2,118.6438269,-1.841646369,0.329238351,-5.593656878,2.22E-08,1.42E-06,,,19,ENSMUSG00000072596
ENSMUSG00000023015_Racgap1,106.2381364,-1.579753882,0.282977107,-5.582620799,2.37E-08,1.51E-06,,,19,ENSMUSG00000023015
ENSMUSG00000025582_Nptx1,3912.292271,-1.59561389,0.285905837,-5.580907019,2.39E-08,1.52E-06,,,19,ENSMUSG00000025582
ENSMUSG00000004207_Psap,34882.31825,-0.839731564,0.150773593,-5.56948697,2.55E-08,1.61E-06,,,19,ENSMUSG00000004207
ENSMUSG00000016024_Lbp,1045.871713,-1.286891445,0.231442348,-5.56031105,2.69E-08,1.69E-06,,,19,ENSMUSG00000016024
ENSMUSG00000056124_B4galt6,435.78174,-1.35503281,0.243748322,-5.559147245,2.71E-08,1.70E-06,,,19,ENSMUSG00000056124
ENSMUSG00000070473_Cldn3,2542.300867,-0.823854854,0.148249373,-5.557223177,2.74E-08,1.71E-06,,,19,ENSMUSG00000070473
ENSMUSG00000028344_Invs,856.3360401,-1.55467029,0.279975518,-5.552879408,2.81E-08,1.75E-06,,,19,ENSMUSG00000028344
ENSMUSG00000002985_Apoe,11866.30691,-1.071907041,0.193065966,-5.552024864,2.82E-08,1.75E-06,,,19,ENSMUSG00000002985
ENSMUSG00000020062_Slc5a8,1180.571804,1.182457192,0.213220261,5.54570747,2.93E-08,1.81E-06,,,19,ENSMUSG00000020062
ENSMUSG00000030162_Olr1,33.4756933,-2.897368982,0.524279715,-5.526380092,3.27E-08,2.01E-06,,,19,ENSMUSG00000030162
ENSMUSG00000056671_Prelid2,88.88938359,-1.548839059,0.280400526,-5.523666736,3.32E-08,2.04E-06,,,19,ENSMUSG00000056671
ENSMUSG00000059900_Tmem40,130.9285716,-2.204218965,0.400150547,-5.508474195,3.62E-08,2.22E-06,,,19,ENSMUSG00000059900
ENSMUSG00000020914_Top2a,155.2147238,-1.595438429,0.289880995,-5.503770361,3.72E-08,2.27E-06,,,19,ENSMUSG00000020914
ENSMUSG00000046337_Fam178b,111.7022796,-1.277505822,0.232238347,-5.50083928,3.78E-08,2.30E-06,,,19,ENSMUSG00000046337
ENSMUSG00000021190_Lgmn,2317.776307,-0.724394794,0.132044955,-5.485971002,4.11E-08,2.49E-06,,,19,ENSMUSG00000021190
ENSMUSG00000030669_Calca,12365.98395,3.156850901,0.575472835,5.485664503,4.12E-08,2.49E-06,,,19,ENSMUSG00000030669
ENSMUSG00000041782_Lad1,460.0236612,-1.886346506,0.343902491,-5.485120215,4.13E-08,2.49E-06,,,19,ENSMUSG00000041782
ENSMUSG00000037129_Tmprss13,525.1169789,-1.147793937,0.209345546,-5.482772196,4.19E-08,2.51E-06,,,19,ENSMUSG00000037129
ENSMUSG00000020183_Cpm,333.9976137,-2.019679404,0.368488431,-5.480984564,4.23E-08,2.52E-06,,,19,ENSMUSG00000020183
ENSMUSG00000051397_Tacstd2,1377.645908,-1.447116823,0.264003634,-5.481427674,4.22E-08,2.52E-06,,,19,ENSMUSG00000051397
ENSMUSG00000033149_Phldb2,1129.692912,-1.39336263,0.254305758,-5.479084085,4.28E-08,2.54E-06,,,19,ENSMUSG00000033149
ENSMUSG00000067001_Serpinb7,30.50606745,-4.695703133,0.857070288,-5.478784181,4.28E-08,2.54E-06,,,19,ENSMUSG00000067001
ENSMUSG00000030406_Gipr,21.60917583,2.527753753,0.461441,5.477956561,4.30E-08,2.54E-06,,,19,ENSMUSG00000030406
ENSMUSG00000028047_Thbs3,1084.98961,-1.573933204,0.288139334,-5.462403135,4.70E-08,2.76E-06,,,19,ENSMUSG00000028047
ENSMUSG00000035352_Ccl12,29.90400286,-2.582177009,0.473167077,-5.457220369,4.84E-08,2.84E-06,,,19,ENSMUSG00000035352
ENSMUSG00000028270_Gbp2,666.0688027,-0.851996815,0.15639002,-5.447897605,5.10E-08,2.98E-06,,,19,ENSMUSG00000028270
ENSMUSG00000048706_Lurap1l,371.69078,-1.052134167,0.193150162,-5.447234207,5.12E-08,2.98E-06,,,19,ENSMUSG00000048706
ENSMUSG00000096904_Lamtor3-ps,14.8250243,-4.81948909,0.885150602,-5.444823829,5.19E-08,3.01E-06,,,19,ENSMUSG00000096904
ENSMUSG00000025089_Gfra1,113.5915378,1.619620979,0.297627348,5.441774717,5.28E-08,3.06E-06,,,19,ENSMUSG00000025089
ENSMUSG00000033147_Slc22a15,203.9490941,-1.108080547,0.203662354,-5.440772553,5.31E-08,3.06E-06,,,19,ENSMUSG00000033147
ENSMUSG00000033871_Ppargc1b,125.6075116,1.29021473,0.237335006,5.436259716,5.44E-08,3.13E-06,,,19,ENSMUSG00000033871
ENSMUSG00000036905_C1qb,1930.271868,-1.357675173,0.250097752,-5.428578074,5.68E-08,3.26E-06,,,19,ENSMUSG00000036905
ENSMUSG00000062127_Cttnbp2nl,785.370428,-0.834892779,0.154551085,-5.402050594,6.59E-08,3.77E-06,,,19,ENSMUSG00000062127
ENSMUSG00000059498_Fcgr3,527.6256345,-1.213820734,0.224747683,-5.400815337,6.63E-08,3.78E-06,,,19,ENSMUSG00000059498
ENSMUSG00000029076_Sdf4,5892.272987,-0.583565759,0.108098673,-5.398454424,6.72E-08,3.82E-06,,,19,ENSMUSG00000029076
ENSMUSG00000003418_St8sia6,616.0110442,-1.911565607,0.354295969,-5.395391914,6.84E-08,3.88E-06,,,19,ENSMUSG00000003418
ENSMUSG00000029413_Naaa,1006.386221,-0.877810561,0.162727304,-5.394365541,6.88E-08,3.89E-06,,,19,ENSMUSG00000029413
ENSMUSG00000041959_S100a10,2117.017336,-1.154590707,0.214121302,-5.392227181,6.96E-08,3.92E-06,,,19,ENSMUSG00000041959
ENSMUSG00000044349_Snhg11,823.0297298,1.291062725,0.239566542,5.38916126,7.08E-08,3.98E-06,,,19,ENSMUSG00000044349
ENSMUSG00000044216_Kcnj4,13.55458393,3.802353792,0.706067876,5.3852525,7.23E-08,4.05E-06,,,19,ENSMUSG00000044216
ENSMUSG00000032968_Inha,94.48348123,1.380088659,0.25644503,5.38161594,7.38E-08,4.12E-06,,,19,ENSMUSG00000032968
ENSMUSG00000070583_Fv1,58.90627523,1.458779948,0.271094227,5.381080835,7.40E-08,4.12E-06,,,19,ENSMUSG00000070583
ENSMUSG00000027273_Snap25,58.55891165,2.838291219,0.527894801,5.376622788,7.59E-08,4.21E-06,,,19,ENSMUSG00000027273
ENSMUSG00000025534_Gusb,1084.732618,-0.722170565,0.134453751,-5.371144777,7.82E-08,4.33E-06,,,19,ENSMUSG00000025534
ENSMUSG00000035506_Slc12a8,182.7364794,1.245495978,0.23204669,5.367436956,7.99E-08,4.40E-06,,,19,ENSMUSG00000035506
ENSMUSG00000062760_Shisal1,103.916178,1.919137217,0.358586271,5.351953973,8.70E-08,4.78E-06,,,19,ENSMUSG00000062760
ENSMUSG00000026028_Trak2,2502.735211,0.532391518,0.099513042,5.349967256,8.80E-08,4.82E-06,,,19,ENSMUSG00000026028
ENSMUSG00000032374_Plod2,944.2395378,-0.724067398,0.135632107,-5.338466033,9.37E-08,5.12E-06,,,19,ENSMUSG00000032374
ENSMUSG00000074141_Il4i1,147.0555147,-1.901452897,0.356205449,-5.338079192,9.39E-08,5.12E-06,,,19,ENSMUSG00000074141
ENSMUSG00000024608_Rps14,5454.858396,-1.025656986,0.192255443,-5.334865802,9.56E-08,5.19E-06,,,19,ENSMUSG00000024608
ENSMUSG00000098557_Kctd12,3105.939474,-1.170175775,0.219506636,-5.330935758,9.77E-08,5.29E-06,,,19,ENSMUSG00000098557
ENSMUSG00000027533_Fabp5,1133.975293,-3.16119252,0.593407062,-5.327190597,9.97E-08,5.37E-06,,,19,ENSMUSG00000027533
ENSMUSG00000028088_Fmo5,547.9496343,0.649371824,0.121892098,5.327431689,9.96E-08,5.37E-06,,,19,ENSMUSG00000028088
ENSMUSG00000071713_Csf2rb,337.144347,-1.566818939,0.294387448,-5.322302115,1.02E-07,5.50E-06,,,19,ENSMUSG00000071713
ENSMUSG00000021033_Gstz1,1316.272902,0.624358422,0.117382663,5.319000321,1.04E-07,5.59E-06,,,19,ENSMUSG00000021033
ENSMUSG00000022514_Il1rap,585.5494993,-0.858251452,0.16143769,-5.316301632,1.06E-07,5.65E-06,,,19,ENSMUSG00000022514
ENSMUSG00000026413_Pkp1,641.5140516,-5.567074826,1.047918309,-5.312508409,1.08E-07,5.76E-06,,,19,ENSMUSG00000026413
ENSMUSG00000034634_Ly6d,240.7598899,-5.461349342,1.028546454,-5.309774119,1.10E-07,5.83E-06,,,19,ENSMUSG00000034634
ENSMUSG00000020000_Moxd1,3740.747715,-1.977233307,0.372629526,-5.30616382,1.12E-07,5.92E-06,,,19,ENSMUSG00000020000
ENSMUSG00000068154_Insm1,30.89734346,2.843299812,0.536257193,5.302119675,1.14E-07,6.04E-06,,,19,ENSMUSG00000068154
ENSMUSG00000026656_Fcgr2b,535.7814519,-1.175766681,0.222012323,-5.295952332,1.18E-07,6.23E-06,,,19,ENSMUSG00000026656
ENSMUSG00000024672_Ms4a7,304.9215432,-1.263998239,0.238800167,-5.293121264,1.20E-07,6.31E-06,,,19,ENSMUSG00000024672
ENSMUSG00000024679_Ms4a6d,140.7623686,-1.922531595,0.363805288,-5.284507007,1.26E-07,6.59E-06,,,19,ENSMUSG00000024679
ENSMUSG00000102037_Bcl2a1a,38.54245454,-2.293200145,0.434209449,-5.281322533,1.28E-07,6.69E-06,,,19,ENSMUSG00000102037
ENSMUSG00000037185_Krt80,828.2240008,-1.560313395,0.295586897,-5.278696083,1.30E-07,6.77E-06,,,19,ENSMUSG00000037185
ENSMUSG00000030921_Trim30a,308.9506835,-1.050897917,0.19910375,-5.27814226,1.31E-07,6.77E-06,,,19,ENSMUSG00000030921
ENSMUSG00000041219_Arhgap11a,400.959104,-1.129638192,0.214301118,-5.271265975,1.35E-07,7.01E-06,,,19,ENSMUSG00000041219
ENSMUSG00000026421_Csrp1,12724.8832,-0.964211661,0.183128754,-5.265211719,1.40E-07,7.20E-06,,,19,ENSMUSG00000026421
ENSMUSG00000026639_Lamb3,3781.766753,-0.855097847,0.162389643,-5.265716667,1.40E-07,7.20E-06,,,19,ENSMUSG00000026639
ENSMUSG00000028633_Ctps,832.5538604,-0.881533344,0.167487744,-5.263270745,1.42E-07,7.24E-06,,,19,ENSMUSG00000028633
ENSMUSG00000035914_Cd276,366.336242,-1.154446431,0.219322305,-5.263698229,1.41E-07,7.24E-06,,,19,ENSMUSG00000035914
ENSMUSG00000099974_Bcl2a1d,67.50337624,-2.002014355,0.38157659,-5.246690723,1.55E-07,7.90E-06,,,19,ENSMUSG00000099974
ENSMUSG00000044681_Cnpy1,42.57213012,2.966769323,0.568419737,5.219328486,1.80E-07,9.13E-06,,,19,ENSMUSG00000044681
ENSMUSG00000037499_Nenf,1007.046133,-0.835797582,0.160281245,-5.214568826,1.84E-07,9.35E-06,,,19,ENSMUSG00000037499
ENSMUSG00000096629_Gm3383,30.85463111,-2.623169638,0.503227427,-5.212692111,1.86E-07,9.42E-06,,,19,ENSMUSG00000096629
ENSMUSG00000006519_Cyba,1627.671321,-0.946892455,0.182385979,-5.191695435,2.08E-07,1.05E-05,,,19,ENSMUSG00000006519
ENSMUSG00000094825_Gm3194,30.46846705,-2.675876098,0.516286622,-5.182927441,2.18E-07,1.10E-05,,,19,ENSMUSG00000094825
ENSMUSG00000022126_Acod1,16.41224405,-4.917969306,0.949410025,-5.180026727,2.22E-07,1.11E-05,,,19,ENSMUSG00000022126
ENSMUSG00000022900_Ildr1,1274.893617,-0.710961516,0.137387776,-5.17485279,2.28E-07,1.14E-05,,,19,ENSMUSG00000022900
ENSMUSG00000027674_Pex5l,45.80092537,2.468357257,0.477426051,5.170135254,2.34E-07,1.17E-05,,,19,ENSMUSG00000027674
ENSMUSG00000112148_Lilrb4a,538.5314078,-1.203017045,0.23278042,-5.168033653,2.37E-07,1.18E-05,,,19,ENSMUSG00000112148
ENSMUSG00000002346_Slc25a42,720.0771738,0.927470359,0.179588008,5.164433695,2.41E-07,1.20E-05,,,19,ENSMUSG00000002346
ENSMUSG00000041984_Rptn,2097.969572,-12.0416025,2.334206566,-5.158756161,2.49E-07,1.23E-05,,,19,ENSMUSG00000041984
ENSMUSG00000037419_Endod1,1156.037067,-0.814461171,0.158340071,-5.143746415,2.69E-07,1.33E-05,,,19,ENSMUSG00000037419
ENSMUSG00000059493_Nhs,121.5312742,1.147082556,0.223083818,5.14193528,2.72E-07,1.34E-05,,,19,ENSMUSG00000059493
ENSMUSG00000026358_Rgs1,94.29371264,-1.7251365,0.335698493,-5.138946219,2.76E-07,1.36E-05,,,19,ENSMUSG00000026358
ENSMUSG00000023473_Celsr3,34.67429858,2.759040104,0.537138104,5.136556287,2.80E-07,1.37E-05,,,19,ENSMUSG00000023473
ENSMUSG00000027737_Slc7a11,85.25628093,-2.366558864,0.460797915,-5.135784661,2.81E-07,1.37E-05,,,19,ENSMUSG00000027737
ENSMUSG00000032359_Ctsh,3810.540483,-0.641225903,0.124919809,-5.133100245,2.85E-07,1.39E-05,,,19,ENSMUSG00000032359
ENSMUSG00000060183_Cxcl11,66.65640441,2.088848193,0.40709363,5.131124732,2.88E-07,1.40E-05,,,19,ENSMUSG00000060183
