"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"Kdelr1",1869.47646,-0.140882091,0.111393798,-1.264721144,0.205971308,0.50754846,"not"
"Nfs1",908.6499957,0.243926724,0.192864132,1.264759397,0.205957591,0.50754846,"not"
"Anpep",2341.598378,0.427771993,0.338312011,1.264430406,0.206075585,0.507669167,"not"
"Lemd2",772.3377753,-0.214572776,0.169689017,-1.264505971,0.206048479,0.507669167,"not"
"Svil",2924.779229,0.238452019,0.188606019,1.264286372,0.206127259,0.507728351,"not"
"Bora",74.03412325,-0.309188271,0.244572613,-1.264198258,0.206158876,0.507738122,"not"
"Bsn",105.7078038,-0.538255071,0.425797506,-1.264110435,0.206190392,0.507747642,"not"
"Atp1b4",67.61660571,0.856809545,0.677876046,1.263961973,0.206243676,0.507810757,"not"
"Ccdc8",235.1097575,0.287063032,0.227159879,1.263704813,0.206335997,0.507901865,"not"
"Gm37226",12.36100168,0.713694176,0.564734188,1.263770092,0.206312559,0.507901865,"not"
"Plcd3",124.6061527,-0.413397544,0.327160049,-1.263594213,0.206375712,0.507924795,"not"
"Arsi",119.6001777,-0.325721522,0.257814742,-1.263393705,0.206447725,0.507924795,"not"
"Ggt6",123.9805174,-0.414462904,0.328061171,-1.2633708,0.206455953,0.507924795,"not"
"Nfkbil1",205.8235141,-0.227018739,0.179681427,-1.263451337,0.206427025,0.507924795,"not"
"Srsf3",3883.122761,-0.227862878,0.180397373,-1.263116391,0.206547354,0.50808159,"not"
"Hspb6",4744.252249,0.833451966,0.659879887,1.263035867,0.20657629,0.508084706,"not"
"L1cam",831.5731739,0.275066512,0.217800011,1.262931583,0.206613768,0.50810883,"not"
"Klhl30",413.3161321,0.908898283,0.719764556,1.26277166,0.206671252,0.508115782,"not"
"Klrd1",16.59006665,-0.661471063,0.523825551,-1.262769756,0.206671937,0.508115782,"not"
"Ak8",11.77390807,0.979091604,0.775659261,1.262270244,0.20685156,0.508421256,"not"
"Sh2d3c",216.1069353,-0.256931686,0.203545839,-1.262279235,0.206848326,0.508421256,"not"
"Mms19",1173.860559,-0.162991201,0.129147818,-1.262051523,0.206930247,0.508546591,"not"
"Mast2",1650.438607,0.234374049,0.185798377,1.261442929,0.20714931,0.508783258,"not"
"Anxa11",2533.778829,0.151331768,0.119963486,1.261481921,0.20713527,0.508783258,"not"
"Arhgap17",777.50836,-0.172336043,0.136599412,-1.261616289,0.207086892,0.508783258,"not"
"Senp6",1755.060435,-0.142498756,0.112952529,-1.261580922,0.207099625,0.508783258,"not"
"Bsdc1",1377.372391,-0.131617149,0.104342191,-1.261399126,0.207165083,0.508783258,"not"
"Irx2",87.8450402,0.451629567,0.358151667,1.261000881,0.20730853,0.508977917,"not"
"Zim1",49.04438443,0.928717664,0.736449309,1.261074799,0.207281899,0.508977917,"not"
"1700096K18Rik",78.55121837,0.289368118,0.229484533,1.26094824,0.207327496,0.508977917,"not"
"Negr1",92.08343198,0.402867075,0.319576656,1.260627357,0.207443138,0.509147375,"not"
"Zfp985",7.028807577,-0.947183154,0.751373175,-1.260602834,0.207451977,0.509147375,"not"
"Mylk2",3241.229705,0.865749307,0.687001463,1.260185535,0.20760244,0.509448563,"not"
"H2bc6",127.7233955,0.421818116,0.334751075,1.26009488,0.207635137,0.509460719,"not"
"Gins1",19.73731586,-0.61461778,0.487902614,-1.259714055,0.207772533,0.509614477,"not"
"Lsm10",148.6682284,-0.250650417,0.198955288,-1.259832896,0.20772965,0.509614477,"not"
"Gm38250",7.501529342,0.908089444,0.720883022,1.25969043,0.207781059,0.509614477,"not"
"Adamts20",55.37025943,0.815033141,0.64735202,1.25902618,0.208020876,0.510134528,"not"
"Klhl41",4041.349582,0.835557068,0.664134715,1.258113826,0.208350594,0.510874877,"not"
"Cactin",464.5845123,-0.203738504,0.161998965,-1.257653121,0.208517233,0.511103555,"not"
"Rabif",591.9695356,-0.163947756,0.130362976,-1.257625143,0.208527356,0.511103555,"not"
"Ifitm10",50.64199762,-0.48008761,0.38171488,-1.257712591,0.208495717,0.511103555,"not"
"Ttyh3",1033.142468,0.306884525,0.244050447,1.257463486,0.208585853,0.511110491,"not"
"2310022A10Rik",395.6477607,0.398557827,0.316950785,1.257475436,0.208581528,0.511110491,"not"
"Rgcc",1407.395496,-0.317468232,0.252485824,-1.257370522,0.208619498,0.51112473,"not"
"Fbxo16",100.7264317,0.372247644,0.296082592,1.257242585,0.208665807,0.511169986,"not"
"Fstl3",90.67158528,-0.367373863,0.292269754,-1.256968461,0.208765056,0.511344902,"not"
"Fam241b",239.2243569,-0.1767274,0.140636711,-1.25662353,0.20888999,0.511446252,"not"
"Eif2s3x",2316.973973,-0.194845031,0.155049362,-1.256664514,0.208875143,0.511446252,"not"
"Ube4bos3",14.48558482,0.746493152,0.594015862,1.256688919,0.208866302,0.511446252,"not"
"Nat1",10.51728521,0.768715719,0.611811164,1.256459124,0.208949557,0.511523892,"not"
"Prmt9",273.0481529,0.235117416,0.187165914,1.256197839,0.20904425,0.511627597,"not"
"Chst3",212.5463938,0.371784269,0.295962171,1.256188479,0.209047643,0.511627597,"not"
"Il12rb1",24.56002943,-0.709711278,0.565083212,-1.255941183,0.209137296,0.511710614,"not"
"CAAA01066123.1",85.45251269,-0.384756239,0.306341652,-1.255971024,0.209126476,0.511710614,"not"
"Ogfrl1",888.0924565,-0.23065181,0.183756938,-1.255200549,0.209405966,0.511960565,"not"
"Dph2",169.6914286,-0.326043288,0.2597425,-1.255255832,0.209385903,0.511960565,"not"
"Nol9",472.7511124,-0.189441611,0.150960779,-1.254906159,0.209512828,0.511960565,"not"
"Sc5d",979.3386738,0.151539317,0.120755667,1.254925098,0.209505952,0.511960565,"not"
"Kctd9",518.0814228,0.234407709,0.186725552,1.255359576,0.209348257,0.511960565,"not"
"Gc",5.147019386,-1.235275607,0.984236172,-1.255060159,0.209456922,0.511960565,"not"
"Hdhd3",89.06990711,-0.316515851,0.252178038,-1.255128536,0.209432103,0.511960565,"not"
"Hsf3",5.138413331,1.068604966,0.85155187,1.254891222,0.209518251,0.511960565,"not"
"Gm20708",26.06752065,1.306920083,1.0412101,1.255193436,0.209408548,0.511960565,"not"
"Gm44250",1112.084581,0.254849872,0.20297754,1.255557002,0.209276629,0.511960565,"not"
"Zc3h7b",1644.616059,0.187216273,0.149233346,1.25452037,0.209652926,0.512195201,"not"
"Cep85l",552.4522522,0.323925965,0.258248339,1.254319644,0.209725846,0.512195201,"not"
"Dach1",80.63992476,-0.544914625,0.434403039,-1.254398739,0.209697111,0.512195201,"not"
"Gm14440",75.11894688,3.380264735,2.694775143,1.254377288,0.209704904,0.512195201,"not"
"Mrps31",345.6212045,0.310088826,0.247253731,1.254132041,0.209794016,0.512293552,"not"
"Derl1",2063.885617,0.138337079,0.110316244,1.254004613,0.209840329,0.512338513,"not"
"Rufy2",475.7798365,0.241453535,0.192571017,1.253841514,0.209899616,0.512415137,"not"
"Catsper2",42.65136231,0.469204226,0.374259758,1.253686018,0.209956152,0.512485022,"not"
"Vps9d1",404.5669061,0.205277351,0.163782955,1.253349902,0.210078395,0.512554714,"not"
"Pofut2",1468.779322,-0.161030474,0.128504925,-1.253107415,0.210166618,0.512554714,"not"
"P2rx6",735.8917436,0.373131815,0.297765496,1.253106287,0.210167028,0.512554714,"not"
"Mpc2",1639.610949,0.357916907,0.285541129,1.253468839,0.210035133,0.512554714,"not"
"Bag3",1403.826967,0.233109031,0.186016375,1.253164036,0.210146015,0.512554714,"not"
"Ank2",610.2616869,0.458743714,0.366044343,1.253246288,0.210116089,0.512554714,"not"
"Bdp1",537.5597561,-0.228929751,0.182695045,-1.253070391,0.21018009,0.512554714,"not"
"Sox7",138.4546811,-0.314971255,0.251423456,-1.252752067,0.210295951,0.51276916,"not"
"Vangl1",778.462845,-0.252079339,0.201321035,-1.252126183,0.210523888,0.513207785,"not"
"Gm45606",106.8302582,0.359579322,0.287179928,1.252104647,0.210531735,0.513207785,"not"
"Lratd1",274.0391954,-0.418714311,0.334475248,-1.251854402,0.210622923,0.513293793,"not"
"Gm43063",18.75390823,0.959827381,0.766702125,1.251890859,0.210609636,0.513293793,"not"
"Lrrc27",131.6082188,0.382253253,0.305451637,1.251436257,0.210775356,0.513491912,"not"
"Angpt1",94.52677322,0.503354027,0.402232307,1.251401286,0.210788108,0.513491912,"not"
"Mob3b",130.3588278,-0.428520145,0.342393955,-1.251541209,0.210737089,0.513491912,"not"
"Gm17259",31.4488537,0.47408859,0.378877626,1.251297403,0.210825993,0.513516077,"not"
"Unc5a",106.5396408,0.587745973,0.469850786,1.250920486,0.210963489,0.513564206,"not"
"Gstt2",1340.691113,-0.202949398,0.162219828,-1.251076396,0.210906606,0.513564206,"not"
"Kdm6a",734.0546062,-0.264175027,0.211184908,-1.250918118,0.210964353,0.513564206,"not"
"4933439C10Rik",325.5639619,0.325683761,0.260307674,1.251149286,0.210880017,0.513564206,"not"
"Tsix",20.96615667,0.547674278,0.437838218,1.25085992,0.210985589,0.513564206,"not"
"Lrp10",2888.012406,-0.150329354,0.120231166,-1.250335996,0.211176834,0.513893481,"not"
"Adprhl1",181.3218686,0.735362823,0.588122333,1.25035691,0.211169198,0.513893481,"not"
"Kcnj5",5.865099723,-0.9482531,0.758608346,-1.249990334,0.211303078,0.51413256,"not"
"Kdf1",363.6010105,-0.217662654,0.17417699,-1.249663658,0.211422438,0.514229589,"not"
"Cux2",239.3905123,0.402512393,0.32210676,1.249624171,0.211436869,0.514229589,"not"
"Klri1",6.021754494,-0.814500236,0.651821994,-1.249574643,0.211454971,0.514229589,"not"
"Gm10602",99.84216444,0.495533343,0.396507515,1.249745146,0.21139266,0.514229589,"not"
"Brinp1",5.190547174,1.583337994,1.267345435,1.249334199,0.211542865,0.514375215,"not"
"Gm20743",11.97933634,0.784519708,0.628050568,1.249134621,0.21161584,0.514416423,"not"
"Gm47976",43.64664182,0.418820478,0.335276075,1.249180927,0.211598906,0.514416423,"not"
"Gnb2",5594.561432,-0.152293398,0.12195309,-1.248786706,0.211743098,0.514468851,"not"
"Tom1",1179.558523,0.235432282,0.188542474,1.248696259,0.21177619,0.514468851,"not"
"Rsl1",225.1448945,0.422622825,0.338416052,1.248826176,0.211728658,0.514468851,"not"
"Gon7",79.60118798,0.334054894,0.267520332,1.248708429,0.211771737,0.514468851,"not"
"4930578M01Rik",16.78772936,0.757547474,0.606672458,1.248692706,0.21177749,0.514468851,"not"
"Ttc7b",662.8531017,0.302069022,0.241959357,1.248428766,0.21187408,0.514474593,"not"
"Vps13a",486.9615163,0.17744056,0.142131861,1.248422128,0.21187651,0.514474593,"not"
"Cplane2",7.986873208,0.849194241,0.68013599,1.248565365,0.211824087,0.514474593,"not"
"Gm17055",12.24877292,0.737661912,0.590895319,1.248380024,0.211891921,0.514474593,"not"
"Cfap410",497.5861253,-0.205811693,0.164977348,-1.247514859,0.212208775,0.515175799,"not"
"Nsmce4a",926.4962167,-0.163610646,0.131173086,-1.247288224,0.212291834,0.515309312,"not"
"Ndufb9",2334.515918,0.335843552,0.269347181,1.246879773,0.212441585,0.515468396,"not"
"Gm49359",174.0620992,-0.319061192,0.255867061,-1.246980328,0.212404711,0.515468396,"not"
"Gm48062",63.27290136,0.38487002,0.308662519,1.246895871,0.212435681,0.515468396,"not"
"Cmpk1",1257.084805,-0.176201926,0.141338452,-1.246666594,0.212519773,0.515521874,"not"
"Mrps2",447.7224699,0.174020394,0.139580377,1.246739675,0.212492966,0.515521874,"not"
"Tedc2",141.9634965,-0.340621448,0.273307612,-1.246293311,0.212656733,0.515785971,"not"
"Mia3",2201.18285,0.218738841,0.175569269,1.24588342,0.212807198,0.516082749,"not"
"Stab2",33.89243966,0.48662339,0.390687734,1.245555842,0.212927502,0.516238147,"not"
"Mettl21c",87.00746958,1.533613271,1.231204375,1.245620388,0.212903794,0.516238147,"not"
"Rgl3",1768.383031,0.24603107,0.19759146,1.245150325,0.213076498,0.5164038,"not"
"Bloc1s3",199.2998972,-0.212233989,0.170435402,-1.24524592,0.213041368,0.5164038,"not"
"Trgc4",16.22967634,-0.691748303,0.555558534,-1.245140271,0.213080193,0.5164038,"not"
"Klhl14",890.0768128,0.29195547,0.234490971,1.245060606,0.213109473,0.516406606,"not"
"Elof1",655.6248881,-0.191196598,0.153592341,-1.24483159,0.213193662,0.516474302,"not"
"5330406M23Rik",8.660304686,2.059335665,1.654257025,1.244870437,0.213179379,0.516474302,"not"
"Capzb",4324.591646,-0.177567897,0.142717272,-1.244193467,0.213428368,0.51658882,"not"
"Plekhh3",635.7132099,0.212078799,0.170457232,1.244176013,0.21343479,0.51658882,"not"
"Abitram",303.0713645,-0.282909266,0.227388375,-1.244167676,0.213437858,0.51658882,"not"
"Sdhaf3",159.9116932,0.292043105,0.234663564,1.244518319,0.213308861,0.51658882,"not"
"Foxc1",100.9587538,0.50908098,0.409131275,1.244297397,0.213390129,0.51658882,"not"
"Zfp68",886.1903836,0.133908754,0.107603695,1.244462408,0.213329427,0.51658882,"not"
"1810009A15Rik",309.7026464,-0.247839716,0.199139624,-1.244552493,0.213296292,0.51658882,"not"
"Bcl11a",34.54912588,-0.664293411,0.534057874,-1.243860345,0.213550966,0.516683898,"not"
"Tmem184b",1787.365748,0.210785547,0.169459752,1.243867907,0.213548183,0.516683898,"not"
"Tedc1",226.9711889,-0.230358571,0.185200772,-1.243831587,0.213561552,0.516683898,"not"
"Gm41442",39.95499588,0.465638901,0.374384012,1.243746759,0.213592781,0.516691376,"not"
"1700037H04Rik",383.9130334,0.253418268,0.203810134,1.243403668,0.213719119,0.516928897,"not"
"Strn4",1460.996734,-0.163423384,0.131461126,-1.243130868,0.213819613,0.517103852,"not"
"Ssh3",1227.443533,-0.212867024,0.171279324,-1.242806306,0.213939218,0.517259427,"not"
"Sft2d2",3974.812871,-0.214232902,0.172401922,-1.242636391,0.214001853,0.517259427,"not"
"1700048O20Rik",28.05351715,-0.79495693,0.639805506,-1.242497795,0.214052954,0.517259427,"not"
"Omd",428.8100846,1.139357741,0.91683647,1.242705519,0.213976369,0.517259427,"not"
"Zfp454",55.9904782,0.420973816,0.338805971,1.242521831,0.214044091,0.517259427,"not"
"Mical3",1469.007274,0.272263322,0.219101869,1.242633496,0.214002921,0.517259427,"not"
"Rbm11",53.05109534,0.652262648,0.525096008,1.242177884,0.214170938,0.517408358,"not"
"Timm10b",390.8353118,-0.471899111,0.379876804,-1.2422425,0.214147103,0.517408358,"not"
"E130307A14Rik",186.4929962,0.299086189,0.240868105,1.241701093,0.214346867,0.517765261,"not"
"Snx13",1657.984988,0.222460318,0.179174339,1.241585821,0.214389416,0.517799927,"not"
"Itfg2",421.1907596,0.217639385,0.175326297,1.241339085,0.214480512,0.517949094,"not"
"Sorbs3",2040.163789,-0.156371722,0.125977633,-1.24126576,0.214507589,0.517949094,"not"
"Fbxo27",25.93281488,0.696585942,0.561280906,1.241064741,0.214581833,0.518060243,"not"
"Parp3",1719.053259,0.204964062,0.165164359,1.240970285,0.214616726,0.51807637,"not"
"Fmo2",1105.403773,-0.37945936,0.305806809,-1.240846668,0.214662398,0.518118508,"not"
"Bap1",1038.004225,0.191457769,0.154312539,1.240714273,0.21471132,0.51816848,"not"
"Lrrc3b",40.73516233,0.724533905,0.584130257,1.240363592,0.214840941,0.518413167,"not"
"Il22ra1",12.0414501,-1.383699228,1.115789717,-1.240107528,0.214935625,0.518573496,"not"
"Adra2c",15.0260485,-0.816639194,0.658571748,-1.240015529,0.21496965,0.518587452,"not"
"Grina",3774.765399,-0.137670483,0.111036762,-1.239863989,0.215025705,0.518615765,"not"
"Srsf10",1800.151825,-0.1766368,0.142485983,-1.239678436,0.215094356,0.518615765,"not"
"Fpgt",393.9622606,0.207002942,0.166975567,1.239719953,0.215078994,0.518615765,"not"
"Lclat1",718.1773612,0.236289589,0.190586163,1.239804531,0.215047702,0.518615765,"not"
"Mgll",3074.804586,0.169404047,0.136714399,1.239109034,0.215305122,0.518924399,"not"
"Dlg2",122.6897183,-0.440026394,0.355113505,-1.239114784,0.215302993,0.518924399,"not"
"F830208F22Rik",13.9439839,0.631954852,0.510041116,1.239027272,0.215335399,0.518924399,"not"
"Gm20621",5.003561402,1.042300617,0.841201937,1.239061124,0.215322863,0.518924399,"not"
"Rgs7bp",63.84511926,0.482008217,0.38920792,1.238433733,0.215555279,0.519249848,"not"
"Mrpl1",333.8360569,0.262468206,0.211929908,1.23846704,0.215542936,0.519249848,"not"
"Pcdhb12",17.21477324,-0.706172519,0.57016901,-1.238531919,0.215518894,0.519249848,"not"
"Scara5",2084.375959,0.184580379,0.149075055,1.238170796,0.215652738,0.519348357,"not"
"Tmem38a",4425.733506,0.758469855,0.612551649,1.238213718,0.215636826,0.519348357,"not"
"Rere",2665.490361,0.219529875,0.177315489,1.238075001,0.215688252,0.519365772,"not"
"Sec16b",80.6071341,0.421366978,0.340442014,1.237705572,0.215825252,0.519366674,"not"
"Srrm1",3112.647134,0.238363626,0.192555384,1.237896451,0.215754458,0.519366674,"not"
"Map4k5",1227.874874,0.146448721,0.118322985,1.237703062,0.215826183,0.519366674,"not"
"Ubl7",610.8776689,0.232341049,0.187685183,1.237929629,0.215742155,0.519366674,"not"
"2210408F21Rik",193.8315022,0.451829543,0.36505795,1.237692655,0.215830044,0.519366674,"not"
"D5Ertd579e",1856.718118,0.173594572,0.140277268,1.237510352,0.215897674,0.519461344,"not"
"Tmem130",29.96921718,0.592428334,0.478759942,1.237422519,0.215930263,0.519471691,"not"
"Phip",1006.630468,-0.179945813,0.145440939,-1.237243197,0.215996809,0.519495665,"not"
"Mettl8",142.5901037,0.232470849,0.187885347,1.237301641,0.215975119,0.519495665,"not"
"Gm10382",21.95344821,0.65433436,0.52893632,1.237075874,0.216058916,0.519576987,"not"
"Ppm1g",1291.104464,-0.139190202,0.112526055,-1.236959764,0.216102021,0.519612597,"not"
"Sfi1",556.7548836,0.233478749,0.188771791,1.236830715,0.216149937,0.519659765,"not"
"Nkx2-2",326.1077177,-0.382070303,0.308954926,-1.236653864,0.216215614,0.519749616,"not"
"Fbxo44",694.0571325,-0.218413234,0.17662832,-1.236569735,0.216246862,0.519756691,"not"
"Sh3pxd2b",631.1552627,-0.366541752,0.296523004,-1.236132598,0.21640928,0.520078995,"not"
"2610528J11Rik",189.3575095,-0.345858675,0.279828386,-1.235967089,0.216470797,0.520093785,"not"
"Wdr19",395.8630037,0.220808835,0.178664194,1.23588745,0.216500403,0.520093785,"not"
"Gm15337",7.198052475,-0.787181214,0.636898818,-1.235959608,0.216473578,0.520093785,"not"
"Ncoa4",3194.682032,0.174182104,0.140999276,1.235340413,0.216703839,0.520514401,"not"
"Met",916.7471469,0.279953624,0.226727442,1.234758447,0.216920416,0.520636293,"not"
"Mocs2",608.0085522,0.253307595,0.205171917,1.234611438,0.21697515,0.520636293,"not"
"Rnd3",414.6560602,-0.198059081,0.160375844,-1.234968288,0.216842306,0.520636293,"not"
"Lta",336.3883052,0.244660593,0.198127116,1.234866777,0.21688009,0.520636293,"not"
"Sin3b",1119.638575,-0.202560419,0.16406372,-1.234644802,0.216962727,0.520636293,"not"
"Slc25a21",40.26670029,0.557876731,0.451833224,1.234696124,0.216943619,0.520636293,"not"
"P3h2",383.8110504,0.284099903,0.230115938,1.234594638,0.216981405,0.520636293,"not"
"Aph1c",90.21585672,-0.397581516,0.322021156,-1.234644086,0.216962994,0.520636293,"not"
"Myot",4673.219204,0.852684292,0.690860893,1.234234419,0.217115565,0.52089014,"not"
"Noc3l",326.6122293,-0.219237378,0.17764487,-1.234132901,0.217153386,0.520912818,"not"
"Chp2",105.8136439,0.361100346,0.292689909,1.233730085,0.217303499,0.52093599,"not"
"Sytl4",474.6983735,0.414605678,0.336145159,1.233412611,0.217421862,0.52093599,"not"
"Ramp1",416.5860394,0.600476227,0.486664271,1.233861335,0.217254579,0.52093599,"not"
"Tle2",919.7996217,0.28204305,0.228555399,1.234024887,0.217193631,0.52093599,"not"
"Gask1a",20.859976,0.980249561,0.794657861,1.233549191,0.217370936,0.52093599,"not"
"Rsc1a1",59.12079673,-1.826629482,1.480929804,-1.23343421,0.217413808,0.52093599,"not"
"Plekhh2",132.6393539,0.294218044,0.238532589,1.233450097,0.217407884,0.52093599,"not"
"Vwce",15.26544031,1.572266436,1.274277386,1.233849437,0.217259014,0.52093599,"not"
"Tceal3",216.9355108,0.359146851,0.291197178,1.233345918,0.217446733,0.52093599,"not"
"Pcdhb4",20.65115878,-0.612227515,0.496334197,-1.233498555,0.217389815,0.52093599,"not"
"Guca1a",6.65283368,-0.890338896,0.722046828,-1.23307639,0.217547265,0.521108848,"not"
"Ptpn14",1161.614862,-0.255395896,0.207181745,-1.232714284,0.217682381,0.521195766,"not"
"Lsm4",545.0911354,-0.286861254,0.232700269,-1.232749988,0.217669055,0.521195766,"not"
"Manf",3493.250766,-0.233736986,0.189615548,-1.232688924,0.217691846,0.521195766,"not"
"Nudt6",136.4942651,0.458448631,0.37192992,1.232621002,0.217717197,0.521195766,"not"
"Actg2",14.86855986,0.956003595,0.775599939,1.232598852,0.217725465,0.521195766,"not"
"Dnm1l",2255.583473,0.154063518,0.125010802,1.232401642,0.217799088,0.521304047,"not"
"A130014A01Rik",69.89385099,-0.304349922,0.247020671,-1.232082809,0.217918152,0.521461686,"not"
"Gm49749",26.84827904,0.532285112,0.432023937,1.232073194,0.217921744,0.521461686,"not"
"1700028J19Rik",7.843890585,0.888733176,0.721399087,1.231957721,0.217964878,0.521486074,"not"
"Fcor",15.1876309,0.688442105,0.558883037,1.231817856,0.218017132,0.521486074,"not"
